author,context,additional_context,song_title,song_text,source
Ефтим Клетников,,ноќни свршеници,ДОЦНА ЕСЕН,"ДОЦНА ЕСЕН
(наразено Огледало)

Само Градинарот и потокот во доловите
видоа Сè: најпрвин магли од цутје,
а потоа овошје со сјај што почнува да гние
и ѕвезди, од зрелина паднати во вировите.

Среде најгустата точка на мирисите,
во Огледалото дозрева Светото Дрво,
и Тие Двајцата под него. Берат плодови
Но и прстите и усните им темнеат пред гозбата.

Трае така глетката, тешка и чедна.
Потоа се руши; напукнува од дното до врвот,
во мигот кога меѓу Нивните пламнати усни
Зрелината, среде плодот, му дава место
      и на црвот.

Не е ли тоа, сепак, уште блен на мигот свечен
во кого Сè виде и Сè премолча окото на Бога
кое, откако исткаа Сè и наполни Сè,
зажарено од сјајот, празно пропаѓа во ветерот?

Пред Снегот што се јавува зад свеста
е сигурен уште Градинарот што набра —
и, можеби, и Оние на кои споменот на детството
им ја чува зад горите, полна, Месечи",Окото на темниот
Ефтим Клетников,,ноќни свршеници,НОЌНА СВАДБА - 1,"НОЌНА СВАДБА
1

Невестата е плодна од Убавина.
Сок се полнат Неговите прсти.
И плодовите, самрачни, на гозбата
напрснуваат под пената и сјајот
Во отвореното дно од Семката
испловува, се ниша сликата на Рајот.

И мракот покажува пукнатина од ѕвезди.
Сè проблеснува. Само кон полноќта
Свирачите губат правец. Одненадеж
им расне вратот, пламнува во шибјак челото,
им пушта темен корен устата
таму кај ѝ стана земја Нејзе телото.

Ги држат волци инструментите.
Невестата трепнува, подотвора клепки,
но сеќава оти смртта & е мила:
& словат нешто скришно каменот и водата
додека ја љуби тмајот Убавината.",Окото на темниот
Ефтим Клетников,,ноќни свршеници,НОЌНА СВАДБА - 2,"2

Са ноќ листа млада фиданка во црните шуми.
Го гони са ноќ Кралот Шумски мракот од
зеницата
Гаснат свирките, лесно прскаат пупките,
но некаде на друга ѕвезда фрла стебло
Јаболкницата;
Расчаталено, пред зори, тоа замирисува над
потокот
што избива на местото од Свадбата,
но Некој почнува да дише длабоко под земјата,
и додека се љубиме, седнати до Изворот,
се рони нежно цутјето и паѓа
на нашите лица слегнати во водата.",Окото на темниот
Ефтим Клетников,,ноќни свршеници,ПЕСНА ЗА ПРОЛЕТНИОТ ВЕТЕР,"ПЕСНА ЗА ПРОЛЕТНИОТ ВЕТЕР
(еротска соната во светло и темно)

Тој модер и растворен маж
што се одлепи од водите,
низ ѕвездената пукнатина на ноќта,
во Денот влета заедно со зората
и допре Сè, и оплоди Сè.

Неловата раззеленета машкост
и карпите ги разлиста,
и ѕверките ги крена,
сосе Празникот што слави.
На просторот му даде женски склад и лика,
го исполни со музика што 'рти:
Девиците се стебло над изворите
размирисано и магливо од цутје,
а нам ни расте рог на челото

од долго огледување во вирот.
Само Неротките, облечени во црно,
поставија темно цвеќе на балконите
и останаа да чекаат до полноќ,
кога низ провевот на соѕвездијата,
убав и нежен како полна месечина,
друг Еднорог, оддалеку,
им влегува во Огледалото.

Но така полн, до врв во занесот,
Тој ја исшетал во длабочината на небото
својата Свршеница;
пали огнови, ја жари,
и од Неговиот плоден допир
само паѓа са ноќ полен над градините,
коишто заврзуваат и зреат,
но од нив никогаш не набраа Неротките.",Окото на темниот
Ефтим Клетников,,ноќни свршеници,ПОСЛЕДНА НОЌ НА ЛЕТОТО Е - 1,"ПОСЛЕДНА НОЌ НА ЛЕТОТО Е
1

Последна ноќ на летото е.
Од сјајна пресила
цвеќето ја фрла бојата
до вршката на соѕвездијата —
и јадрее Густината.

Сè зрее нагло,
но дури пред зори,
сосема налактен на плодноста,
Бог ќе ги заобли цврсто
огнот и мирисите.",Окото на темниот
Ефтим Клетников,,ноќни свршеници,ПОСЛЕДНА НОЌ НА ЛЕТОТО Е - 2,"2
Последна ноќ на летото е.
И Орачот, и Житото, и Жената
сега, искачени во ридовите,
чувствуваат како, длабоко под нив,
земаат сигурен тек изворите
и како грмат водениците
 развеселени од жетвата што мина.",Окото на темниот
Ефтим Клетников,,ноќни свршеници,ПОСЛЕДНА НОЌ НА ЛЕТОТО Е - 3,"3
Последна ноќ на летото е.
Дури пред зори ќе се види
дека и водите и пејзажот бе
спрекорно се разбрале
во одразот што дозрева.

(Само Детето не ги разбра сосема
Оние што се прегрнаа
и заплака некаде на дното
од Зрелината што напрсна.)",Окото на темниот
Ефтим Клетников,,ноќни свршеници,ПОСЛЕДНА НОЌ НА ЛЕТОТО Е - 4,"Последна ноќ на летото е.
и лушпата на оревот,
во стеблаат над љубовниците,
ја намовнува цврстината, од ништо друго,
а од стравот, и од сјајот да ја заштити нежната
јатка од провевот на Бескрајот",Окото на темниот
Ефтим Клетников,,ноќни свршеници,ПРИЧЕСТУВАЊЕ НА АПОСТОЛИТЕ,"ПРИЧЕСТУВАЊЕ НА АПОСТОЛИТЕ
(Михаило и Еутихиј: фреска, Старо Нагоричане)
На Коста Балабанов

Добрата Песна и Виното си сличат;
се чека повторно да созрее
она што зреело, и потем, пак,
истото се преточува уште неколку пати
за одново да се вратат,
пречистени во талогот,
заедно Земјата и Сонцето
сосе ведриот труд на Виноградарот.

Затоа, Свеченоста што изби
од Песната и Виното
треба празнично да се почитува,
како што ја почитуваат Оние на малтерот,
застанати пред садот полн со Вино
како пред Чудо кое,
не дека не го знаеја,
но го славеа за да биде Чудо, иако,
додека се причестуваа со Крвта Божја,
ножот разлиста во бакнежот на Јуда.",Окото на темниот
Ефтим Клетников,,ноќни свршеници,ЦВЕТНИЦИ - Оплакување (предслика),"Оплакување (предслика)
За Тажачките
и жетвата и вршидбата
ја поседуваат
сликата на Невремето.
Ја оплакуваат,
положена во гробот,
Светлината што се роди
и што зеде човечко лице.
. . . . . . . . . . . . . . . . . . . . .
 . . . . . . . . . .  . . . . . . . . . .
 . . . . . . . . . . . . . .. . . . . . .",Окото на темниот
Ефтим Клетников,,ноќни свршеници,Цветници - Вознесување (знамение на сликата),"2
Вознесување (знамение на сликата)

Помина Зимата.
Сè зема прозрачен облик.
Горделива од цутје,
замириса крошна во Вселената.

Сè фати пат кон Восхитот.
И телото се крена кон Небесата.
Но, Празнината што остана,
таму каде што Тој ја победи земјата,
остана да зјае меѓу ѕвездите
и да го храни провев
ерцето на Човекот.",Окото на темниот
Ефтим Клетников,,ноќни свршеници,БЛАГОВЕСТИ,"БЛАГОВЕСТИ

Имаат некогаш полна точка
знаменијата и песната среде зимата на Вселената.
Жетвите ни оставиле црно класје,
но од неговото зрно разѕвездува
дрочна сликата на Привидот;

Седнати меѓу соѕвездијата и мракот
држиме ќуп со семе;
наслушнуваме како фаќа корен
плодниот гром на пролетта
и веруваме дека ќе запре
снежната вејавица зад свеста.

Во таков миг, повторно
се воспоставуваат редот и густината,
и паѓа светлина во раната на Човекот;

Некаде грмнуваат трубите:
металот ги бакнува небесата,
и шикнува Извор и во Песната,
на Веста што ја рече Ангелот,
полна семиња и цвеќе,
од чија тајна, од ништо друго,
зачна и Нејзината утроба,
и роди богато.",Окото на темниот
Ефтим Клетников,,детето плаче.ноќта е темна,ДЕТЕТО ПЛАЧЕ. НОЌТА Е ТЕМНА,"ДЕТЕТО ПЛАЧЕ. НОЌТА Е ТЕМНА

На Атанас Вангелов

Детето плаче.
Ноќта е темна.
Петелот заборава на зората.

Ружата што отвора клепки
под соспите на снеговите,
не слуша ништо,
но чиста и сјајна
избива од лелекот.

Детето плаче.
Ноќта е темна.

Во ноќта — кубе од црква
и хор што го прави длабоко Небото,
каде што блеснало ѕвездено стебло
посреде Песната
и лицето на Детето.",Окото на темниот
Ефтим Клетников,,детето плаче.ноќта е темна,РАНА ПРОЛЕТ. ДЕТЕТО ГО НАСЛОНИЛО УВОТО НА ЦВЕЌЕТО ВО РИДОВИТЕ. 1.,"РАНА ПРОЛЕТ. ДЕТЕТО ГО НАСЛОНИЛО
УВОТО НА ЦВЕЌЕТО ВО РИДОВИТЕ.

1
Рана Пролет.
Прска ситното цвеќе во ридовите.
Детето го наслонило увото на пупките
и слуша.
Нека го. Низ Него поминува
пролетната грмотевица што го објавува
од мракот кон светлината,
чистиот правец на Јатото",Окото на темниот
Ефтим Клетников,,детето плаче.ноќта е темна,РАНА ПРОЛЕТ. ДЕТЕТО ГО НАСЛОНИЛО УВОТО НА ЦВЕЌЕТО ВО РИДОВИТЕ. 2.,"2
Рана Пролет.
Прска ситното цвеќе во ридовите.
Детето го наслонило увото на пупките
и слуша;
(блеснува Изворот
посреде раззеленетите усни на мртвите.)

Слуша. Струи музиката:
тоа што зачнува во насмевката
на Онаа што ќе ја избере,
е Семка што сокрива цветно стебло
кое, заскитано во шумите,
од сенки сал и од проблесоци се храни",Окото на темниот
Ефтим Клетников,,"ноќни свршеници 
:РАНА ПРОЛЕТ. ДЕТЕТО ГО НАСЛОНИЛО УВОТО НА ЦВЕЌЕТО ВО РИДОВИТЕ. 3.",FIX,"3

Рана Пролет.
Прска ситното цвеќе во ридовите.
Детето го наслонило увото на пупките
и слуша.

Слуша. Звуците се двојат:
таму е — Темното,
ваму — Светлото.
Една е жилата на Нежното
што избива посреде длабочините,
но фрла Поток
од двете страни на Планината.
И ние, на две ја делиме Тежината.",Окото на темниот
Ефтим Клетников,,ноќни свршеници,ПРОЛЕТ. БОЛНО ДЕТЕ. -1.- Ден. Светлина.,"ПРОЛЕТ. БОЛНО ДЕТЕ.
(балада)

Ден. Светлина.
(заспивалка)
Нани лули, нани лули;
пејзажот од модро грее,
цвеќе водите ги лула
и сè ѕвони сјајно, сјајно.
А тоа што громој пладнето го режат:
тоа долу негде, под ридојте,
металите разбудени пеат.
Пролетниот Ковач Прстен ми ти кове:
Дар за Тебе и за Неа.
(Таа може и не знае)
Заспи, заспи, болеста ќе мине.
Од Празникот Иден небото се сјае.",Окото на темниот
Ефтим Клетников,,ноќни свршеници,ПРОЛЕТ. БОЛНО ДЕТЕ. -2.- Ноќ. Луња.,"2
Ноќ. Луња.
(утешување)

Не ми вѕирај таму бездна кај што зјае.
Врз водите и цвеќето мракот легнал.
Но твоето засинето детско око
в таен предел сега мине,

Каде сè од зраци ѕвони
и кај, в далта, Некој јурнал в светла ездa.
Тој се ближи, ене, сјаен.
Ти ја носи твојта чиста Ѕвезда.

Ако тмајот уште трае;
зад горите има Месечина Млада.
Јаболкница една на неа што грее.
Заспи, заспи: до свадбата твоја ќе созрее.",Окото на темниот
Ефтим Клетников,,ноќни свршеници,ПРОЛЕТ. БОЛНО ДЕТЕ. -3.- Полноќ. Ѕвездата се гаси.,"3
Полноќ. Ѕвездата се гаси.
(оплакување)

Нани лули, нани лули. Заспи.
Но, дур трча низ шумите срна,
Ѕвездата над сртој гасне,
до коренот скришен длабоко се спушта;

Цутјето на Јаболкницата се рони,
прска Изворот од црна јатка
и низ твојто лице, леле, сине
полноводна, Ведрината Ноќна мине!",Окото на темниот
Ефтим Клетников,,ноќни свршеници,ПРОЛЕТ. БОЛНО ДЕТЕ. -4.- Утро. Отсутност.,"Утро. Отсутност.
(повторна заспивалка)

Нани лули, нани лули. Спиј ми.
Девојчето твое, од светлина сето,
над Водата што ти извира од сонот,
жубори и прави венче.
Твоето, пак, око на работ од Денот,
и се чуди, и одраз и` лови:
да ја љуби чедно, така,
пред да падне повтор мракот.",Окото на темниот
Ефтим Клетников,,ноќни свршеници,ДЕТЕТО ГЛЕДА ВО НОЌТА Трагична соната во две слики,"ДЕТЕТО ГЛЕДА ВО НОЌТА Трагична соната во две слики

прва слика

Детето гледа во ноќта.
Самрачна ѕверка излегува
низ процепот на соѕвездијата
и му клекнува во зеницата.

Гледа. Во длабочината на небото:
ѕвездите, ружите и изворите,
заедно со мртвите,
вечераат од мракот. Светка.

втора слика

Во дното од шумите мртвата Невеста
ја буди сјај на Млада Месечина.
Осветлена, рацете ги протегнува
до најгустата точка на сенките;

Бликнува, жубори са ноќ синото цвеќе.
В зори ќе дојде Шумскиот Крал
со темни усни и со темни прсти,
да празнува над својот очај.",Окото на темниот
Ефтим Клетников,,ноќни свршеници,ОТПОСЛЕ СỀ РАСТЕ,"ОТПОСЛЕ СỀ РАСТЕ
Се крена дрво. О на чистото надминување зов.
Рајнер Мариа Рилке
На Душан Томовски

Отпосле Сè расте
и Сè се провира низ Сè;
набабрува тенкозрачната жилка на Мената.

Отпосле и Окото се зголемува
и Увото постанува врата поширока.
Дрвото ја надраснува молитвата
и ветерот со лице на стебло
е замена за просторот.

Прска синилото.
Заитана и зголемена е и Празнината.
Недоразбирањето е помеѓу чешмата и водата.
На исто место словат радоста и плачот.

Празникот почнал и Некој сега
е сосема волен во Празнувањето.
Миртата расте на свето место,
но има темен корен.

Оној што го спознал Темното
никогаш не го изрекол докрај —
да не ја рани јатката на Светлото.

Има ангели на малтерот
од македонските цркви,
посветени во тоа скришно време,
кои, молчејќи, како Исчезнатиот,
од век на век го зголемуваат Тајното
хранејќи се од него.

 . . . . . . . . . . . . . . . . . . . . . . . . .
 . . . . . . . . . . . . . . . . . . . . . . . . .
 . . . . . . . . . . . . . . . . . . . . . . . . .

И цвета Дрвото
и расне просторот
од Детето што има облека од цвеќе.",Окото на темниот
Ефтим Клетников,,настан во зимската ноќ,НАСТАН ВО ЗИМСКАТА НОЌ -1,"НАСТАН ВО ЗИМСКАТА НОЌ
(После смртта на мајка ми)

1

Во зимска полноќ виуличава,
на село татко ми и јас
со лице залепени на прозорецот,
а прозорецот се втурнал в далта,
во простори кај мрзне Сè
и снег ги завева ридовите.

И јуриме така тројцата:
прозорецот, татко ми и јас
во ноќта што нè носи кон бескрајот.
Слепа ѕверка се огласува во шумите.
Премрзнати сме, црни, леле, ене веќе
и лицата ни се раствораат во тмајот.

На татко ми му велам вџашен:
„Тоа само прозорецот ни заскитал
до самото дно на зимата,
бидејќи јак е магнетот на ноќта;""

. . .  А тој, палејќи оган во вокалите:
„Само да успееме да се вратиме назад,
пред зори: да не е црна песната на петлите
и да не ни ја проголта мракот куќата.
Ене ветерот кај трешти над боровите,
низ темната пукнатина на ѕвездите.""",Окото на темниот
Ефтим Клетников,,настан во зимската ноќ,НАСТАН ВО ЗИМСКАТА НОЌ - 2,"2
Јас повторно се гласам куражно:
„Тоа, можеби, зад горите пука ледот,
снеговите ги крева бело јато
и блика во височини Ведрината.""

Иако лапавица му навева во гласот
татко ми пак сека во вокалите:
„Но никако да блесне над нашиот дом;
тоа само ѕвони стаклото под ледот,
или, може, негде светлина одронета
паѓа среде занесот на мртвите.""

Привид сет во привидот, јас додавам:
„Нејзиниот гроб, зад води дални,
сега го потфатила модрината
и пробива, бистра, од него перуниката,
од што се шири, прозрачува и прска
кругот во нашата наразена зеница.""",Окото на темниот
Ефтим Клетников,,настан во зимската ноќ,НАСТАН ВО ЗИМСКАТА НОЌ - 3,"3
Се погледнуваме. Во дното на виулицата
ни фатил молкот корен,
и лупа, лупа среде ноќта столетна
ветерот во нашите разѕвездени лица.
. . . . . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . . . . .",Окото на темниот
Ефтим Клетников,,настан во зимската ноќ,НАСТАН ВО ЗИМСКАТА НОЌ - 4,"4

Дури пред зори, нахранет со мрак,
му се враќа прозорецот на ѕидот;
зад горите се готви сонцето
и прогледнува, самрачно, окото
на темелот од нашата куќа.
Моето детско лице, од модрина,
се растворило на стаклото,
а Ружата, премрзната, се пали повторно
од пепелот на нашето огниште.

Свечен и со чело полно мирта
татко ми е покрај мене,
и ние, одново заедно, гледаме:
сега во длабочината на Прозрачноста.
Таму мајка ми го поставила разбојот,
а потоците, меѓу осветлените раце,
& бликаат низ брдото;

. . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . .

Се креваат расчаталени овошките
и вее цутјето низ песната на петлите
што ја отвораат зората во Негрево.",Окото на темниот
Ефтим Клетников,,настан во зимската ноќ,НА ТАТКО МИ МУ ЧИТАМ СКАЗНА НА КРАЈОТ ОД БРАЗДАТА - 1,"НА ТАТКО МИ МУ ЧИТАМ СКАЗНА НА КРАЈОТ ОД БРАЗДАТА

1
На татко ми му читам сказна
ка крајот од браздата. Слуша.
Му легнал, топол, ветрот во свеста,
а зад неа вејавица од цутје.",Окото на темниот
Ефтим Клетников,,настан во зимската ноќ,НА ТАТКО МИ МУ ЧИТАМ СКАЗНА НА КРАЈОТ ОД БРАЗДАТА - 2,"2

Наеднаш тој се изгубува.
Гледа лице што грее,
онаму кај беше
белата крошна на јаболкницата:

Од стеблото излегува
Василиса Прекрасна,
му подава одежда од зраци,
а од сјајот што грмнува, тој час,
скокнува пред него крилест коњ.",Окото на темниот
Ефтим Клетников,,настан во зимската ноќ,НА ТАТКО МИ МУ ЧИТАМ СКАЗНА НА КРАЈОТ ОД БРАЗДАТА - 3,"3
Татко ми заборава на Сè,
и додека се ближи со Неа
кон Дворецот на Небото,
шумејќи како свила,
телото му пламнува
во црвен жбун од ружи.",Окото на темниот
Ефтим Клетников,,настан во зимската ноќ,НА ТАТКО МИ МУ ЧИТАМ СКАЗНА НА КРАЈОТ ОД БРАЗДАТА - 4,"4
Не се враќа.
Но Семката, фрлена во браздата,
набабрува од Сказната и Времето
и ја собира тежината
на Идното Жито во амбарите.",Окото на темниот
Ефтим Клетников,,настан во зимската ноќ,НА ТАТКО МИ МУ ЧИТАМ СКАЗНА НА КРАЈОТ ОД БРАЗДАТА - 5,"5
По векови, на вршидба,
татко ми, заедно со мајка ми,
доаѓа да го благослови Житото
и неговата светлина во Лебот на Оние,
на кои сè уште им е Празник
допирот со Земјата и Сказната",Окото на темниот
Ефтим Клетников,,настан во зимската ноќ,НА МОЈОТ ИМЕНДЕН ТАТКО МИ КРЕВА ЗДРАВИЦА - 1,"НА МОЈОТ ИМЕНДЕН ТАТКО МИ КРЕВА ЗДРАВИЦА
(Слика од детството)

Ко поток горски некогаш во свеста,
потсетена ми бувнува од детството
сликата на именденот кога татко ми
ја крева чашата, а зборот му е жито:

„На живот и на здравје да е, ај,
бериќетни да му се годините и жетвите.""
. . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . .
февруари. Струи мракот крај прозорецот,
а снегот-скаска вее зад планините;
над покривот се леди месечината
и само кај нас светка сред просторите.
Како амбарите по вршидбата,
празнични и тешки во богатството,
селаните прифаќаат:
„Полни се садовите во овој дом;
кој дава, Бог да му придодава;
нека му го осветлува Ѕвезда
и лицето и патот на Детето.""

. . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . .",Окото на темниот
Ефтим Клетников,,настан во зимската ноќ,НА МОЈОТ ИМЕНДЕН ТАТКО МИ КРЕВА ЗДРАВИЦА - 2,"2
Ѕвонат здравиците, и сјајни
зборовите паѓат во темелот на куќата.
Како априлска ружа отворена од молња
блеска длабоко челото на селаните.
Грми светлината; но само мајка ми
ја забележува сенката што избива,
јавена од страдањата во животот,
посреде говорот на татко ми.

И расте таа сенка како темна шума.
Нејзиното цветно потекло, пак,
јас го забележувам дури средполноќ,
кога здравицата наеднаш фаќа корен
и кога од срцето на зимата и мракот
само штотуку не бликнала Овошката.",Окото на темниот
Ефтим Клетников,,настан во зимската ноќ,НА МОЈОТ ИМЕНДЕН ТАТКО МИ КРЕВА ЗДРАВИЦА - 3,"3
. . . И глеј, се отвора Чудото како извор;
на усните од татко ми распупува гранче,
а лицето му грејнува в присоите зад свеста
каде, расшумена од мириси, се пени
и како Невеста се зрачи Јаболкницата.

Од Убавина татко ми се губи.
Смаен, се вѕира, нешто пресјајно гледа:
Детето му се искачило,
а Сонцето слегнало во слаповите на цутјето

Од рана пролет до златна есен
Детето и Сонцето жуборат
и нешто разговараат во крошната.
Зборовите им се тркалезни и зрели.
Стежнуваат. И во вашите чинии паѓаат.
Но гранчето на татковата насмевка
е празно, гасне и го снемува.",Окото на темниот
Ефтим Клетников,,настан во зимската ноќ,ТИХА БЕСЕДА СО ТАТКО МИ,"ТИХА БЕСЕДА СО ТАТКО МИ

Облаците се беа спуштиле
до дното на нашето срце,
кога јас те прашав:
дали има масло
во кандилото на мајка ми.

Ти рече: „Има но толку силен ветер
дува и не ќе можеш да го кренеш
нежното пламенче во фитилот"";
(а потајум велеше:
Нејзе душата & се движи
како светулка во мракот.)

Јас повторно прашав:
дали има масло во кандилото —
и додадов: „Гробиштата се
на височинка и свртени кон север,
па ветерот ги дофаќа од сегде"".

Ти одговори: „Гроб е гроб,
па бил на присој, или в осој;
(а потајум си шепнеше:
гробовите се полни студ,
па мртвите се преселиле
во сончев засек некаде,
сал ними знаен.)

Видов тогаш, како твојата воздишка,
(колку и да беше тешка)
ја крева нашата куќа кон модра Ѕвезда
чиј сјај од дамнина
& траеше во темелот.",Окото на темниот
Ефтим Клетников,,,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-1,"НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ

1

На полноќ кога прска јатката на мракот
и излегуваат водите,
вредната рака на грнчарот
забрзано ја обликува глината,
а нашите разубавени усни
ја изоструваат формата
според тајната на жедта.

На одамна секнатите чешми —
Невеста во Бело
и Невеста во Црно.
Чекаат да избие, низ минералите,
шурката полна длабочина и неизвесност,
како да дотекува од срцето на Бога.

Едната Невеста налева вода што опева
и полива гранче на ловор
разлистено меѓу соѕвездија,
врз чело што слави;
Другата Невеста налева вода што оплакува
и полива страк на перуника,
размодрена и малку потемнета
од занесот на Мртвиот.",Окото на темниот
Ефтим Клетников,,,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-2,"2

На полноќ кога прска јатката на мракот
и излегуваат водите,
повторно сме Млади Љубовници.
Како во шибјак од ружи седиме
во длабочините на заискрените небеса.
Едно е огледалото,
безброј се сликите што се множат во него;

Наслушнуваме потпрени на срцето,
и не знаеме, пред поплавата што грми,
дали е поосамен каменот
на врвот од планините,
или каменот на дното од морињата;

Знаеме само дека и двете сестри,
Рибата и Птицата, отпосле,
подеднакво го разделија
имотот и тежината,
и сега, додека ни листа крвта,
здружени ни го посетуваат Бакнежот",Окото на темниот
Ефтим Клетников,,,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-3,"3

На полноќ кога прска јатката на мракот
и излегуваат водите,
ветерот полн зеленило и стебла
ја раздиплува мувлата на вековите.
Цела, шумата вивнала, ене;
Некој отворил ведра пукнатина
на темната страна од семката;

(Сè што било приковано од тешка рака
се поткрева над својата мачна замисленост,
слично на Успението Богородичино
што го насликаа Михаило и Еутихиј:

Иако е положена врз одерот, на зглавје,
Таа, сепак, изгледа како да се потпрела
на кружната светлина што & е околу главата,
од што, и в смртта, телото & е веќе
малку поткренато и заитано нагоре;

И, само светците собрани околу Неа,
озарени од Чудото,
знаат дека има врата гробот
низ која се излегува кон Небесата.)",Окото на темниот
Ефтим Клетников,,,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-4,"4
На полноќ кога прска јатката на мракот
и излегуваат водите,
некаде, обновено, пак слават,
пак палат големи огнови во срцето.

Миг е кога телата ни се
и воздух и крило истовремено,
кога Восхитот е Густина,
а густината фаќа цврстина и облик
што има насока
во ритамот на општата хармонија.

Расчаталиле дрвјата и вее цутјето.
Осамен, Некој поминува низ градините;
му цвета лицето, а мирисот,
полн значења на идните плодови,
го пробива до сржта,
му легнува во свеста,
и Тој, претежок во Богатството,
веќе ѕида амбари
во најдлабоката долина на вокалите.",Окото на темниот
Ефтим Клетников,,,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-5,"5

На полноќ кога прска јатката на мракот
и излегуваат водите,
тивнее студот што вее од просторите,
и среде длабочината на Зимата,
потаму и од нашата премрзната уплав,
фатило свое време Летото;
И подземното и надземното
созреало до својот најгуст сјај:
Осамените треба само да застанат
до напуштените рудници;
Златната Жица сама се двои од каменот
и по неа, после толку копнежи,
озарен, Монахот го носи Прстенот.

И подземното и надземното
созреало до својот најгуст сјај.
И Ведрата Делница на водата
што само лекува и пои,
понастрана од Темната Делница,
чиста, се издвоила и созреала во Сè.
Клокоти нејзината осветлена жила
во молитвата на воденичарот
и во молитвата на жедникот.

. . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . .
. . . . . . . . . . . . . . . . . . . . . . . . .

И Мојсие, среде Пустињата,
само впери прст
и шикна Изворот од карпата
кон подгореното грло на Оние
што ги поведе низ песокта
кон Морето и срцето на Бога.",Окото на темниот
Ефтим Клетников,,,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-6,"6

На полноќ кога прска јатката на мракот
и излегуваат водите,
некаде над доловите пламнува
возбудената ружа на луњата;

Оганот осветлува колиба крај потоците
и во колибата Трудница која,
чувствува како се зголемува Капката
и како растат во неа
заедно и Пливачот и Морето,
сосе процепите бродоломни.

Саноќ наслушнува Трудницата;
Добри и зли води напираат
од скришните длабочини на тмајот,
та просторот е сиот вирје,
a Оние што се зачнуваат овој миг
имаат водено тело
и лулките до врв се полнат вода.

Но вестителскиот неспокој
само & го изострува
спокојството на Трудната.
Знае;
Таа минува со својот товар
низ тунелот на ѕвездите и мракот,
и Оној што ќе се јави пред зори, претскажан,
ќе ја земе другата половина
од Судбината",Окото на темниот
Ефтим Клетников,,,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-7,"7

На полноќ кога прска јатката на мракот
и излегуваат водите,
во некое Обновено Време,
Мајка ми, повторно, го извела на Причест
моето Детско Лице;
вее Модрото над просторите,
и овошките, расцутени,
се креваат од срцето на Христос.

=================================================================",Окото на темниот
Ефтим Клетников,,ТЕМНО МЕСТО,темно место,"темно место    

Слегов Долу. Долу е темно место.  
Господине, имате ли Пламен!  
Госпоѓо, имате ли Ветар!  

Долу е Господ. Дреме како буф.  
Господине, имате ли Господ!  
А Вие Госпоѓо - Девица Марија!  

Слегов меѓу Овидие и Данте.  
Господине, Вие ли сте Река!  
Госпоѓо, имате ли Вода!  

Ја изгубив сопствената ноќ.  
Господине, имате ли Планина!  
Госпоѓо, донесете ми Коњ!",Окото на темниот
Ефтим Клетников,,ТЕКСТОВИ,моливот на поетот,"моливот на поетот  

Неуморлив коњаник 
Галопира во ноќта 
По белите полиња 
На хартијата",Окото на темниот
Ефтим Клетников,,ТЕКСТОВИ,светлината е огромна тајна,"светлината е огромна тајна   

светлината  
е огромна тајна  
над земјичката  
адамова 

лулај ме господе  
лесни се крилјата  
над модрата вода  

небесниот вулкан  
сјајот им го гасне  
на ѕвездите   

лулај ме невидлив  
додека светот се затвора  
во непроѕирна  
тајна  
модрина",Окото на темниот
Ефтим Клетников,,ТЕКСТОВИ,светлината е огромна тајна,"одење по вода   

Тој го предизвика ветрот  
што го засидри коработ  
сред море - неподвижна мета  
за брзиот налет  
на авионите - бомбардери  

за да го изведе пред нас  
(вџашените ученици) новиот трик  
- одење по вода  

Искусен педагог: чекореше  
над темните морски јами:  
стапалата од водата  
се одделуваа во шумлив плисок  
водените жили помеѓу табаните  
и површината трепереа лесно...  

Поверувавме сите. Поверував  
страсно. 

Но тоа лукаво момче  
што стои на ветар и вода  
сред искинати рибарски мрежи  
меѓу расфрлени јарболи и штици  
под брзиот налет  
на авионите бомбардери  
смирено 
ја сведува првата сметка со мене 
петар!",Окото на темниот
