author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms
Пијан Славеј,ЈАЗИК ЗА ДВАЈЦА,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што ветерот шепоти,
Тишината го губеше својот смисла, а срцето го пронајде својот говор.
Сеќавањата, како стари писма, лебдеа во мирисот на земјата,
Изгревањето на нови денови, сончеви снопови на надеж.

Тука, каде што лисјата паднаа, тихо, спокојно, 
Изгрева новата ера, полна со ветрови на промени.
Секој чекор, секој здив, го носат ветрот на исполнети снови,
И душа, ослободена од вековите, скока во новото.

Во сенките на вековите, тие живеат, тие растат,
Секој ден е нов сон, секоја ноќ е нов сонце.
Тука, каде што минатото се спојува со иднината,
Срцето пронаоѓа свој пат, полн со љубов и верување.

Во сенките на вековите, тие го носат ветрот на животот,
И секој ден е нов почеток, секоја ноќ е нов сон.
Тука, каде што сончевиот зрак го осветлува секој чекор,
Душата пронаоѓа свој дом, полн со светлина и надеж.",339,478,817,3124
Пијан Славеј,МАЧКА ВО ВРЕЌА,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што ветерот шепоти,
Тишината го губеше својот смисла, а срцето го пронајде својот говор.
Сеќавањата пливаа во морето на времето, блескајќи како ѕвезди,
И нивниот сјај го осветлуваше патот на душа.

Од далечнината на минатото, звукот на стариот брегот,
Каде што реките на спомени течеа, тихо и вечно.
Ти си ветер, ти си сон, ти си ветување на утрото,
И во секој здив, ти си го пронајдов трагите на она што беше.

Во сенките на вековите, каде што времето се губеше,
И секој ден беше ноќ, а секоја ноќ беше ден.
Таму, во таа тишина, ти си го најдов гласовите на срцето,
И со нив го исполнив светот со нов живот.

Сеќавањата пливаа, блескаа, и нивниот сјај беше светлина,
Во сенките на вековите, ти си го најдов патот на душа.",339,425,764,2862
Пијан Славеј,АНТИТЕЛО,,Ветер на Споменици,"Ветер на Споменици

Во тишината на вековите, ветерот шепа
Прашина на споменици, тихо ги шепа.
Сеќавања вековни, во ветрови се исплашуваат,
Тука, каде што тишината ги испишаува.

Зборови на камен, исечени со време,
Величието на минатото, во ветрови се зема.
Секој чекор звучни, секој ветер тихо ги шепа,
Ветер на споменици, тихо ги шепа.

Очите на ветрот, гледаат низ вековите,
Сеќавања вековни, во ветрови се зема.
Тука, каде што тишината ги испишаува,
Ветер на споменици, тихо ги шепа.

Песната на ветрот, тихо ги шепа,
Секој чекор звучни, секој ветер тихо ги шепа.
Ветер на споменици, тихо ги шепа,
Во тишината на вековите, ветерот шепа.",339,361,700,2945
Пијан Славеј,ЕБАНГЕЛИЕ ПО ЗИФРЕДИ,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со душата, тихо, како ветерот што шета.
Сеќавањата се врзани со нити од светлина,
и се плете со нијанси на минатото што никогаш не го заборави.

Очите гледаат низ прашината на денови давни,
и светлините на сончевиот рид се враќаат во сенки.
Тука, каде што животот се плете во вековни врвови,
секој чекор е спомен, секоја сенка е песна.

Во овие сенки, душа плива во морето на спомени,
и срцето пука со ритми на заборавените песни.
Тука, каде што минатото никогаш не го заборава,
секој ден е ново раѓање, секоја ноќ е ново сонување.

Во сенките на вековите, животот се враќа во себе,
и секој ден е ново раѓање, секоја ноќ е ново сонување.
Тука, каде што времето е вечен циклус на љубов,
секој ден е нов почеток, секоја вечер е ново завршување.",339,435,774,2916
Пијан Славеј,ПОПАТНА,,Ветер на Споменици,"Ветер на Споменици

Во тишината на вековите ветерот шепоти,
Спомениците стојат, тихо, во нивниот сон.
Сеќавањата пливаат, како благо во морето,
Изгрева денот, но нивната сенка е вечен тон.

Врз нивниот камен, трагите на времето се гледаат,
Секој чекор е спомен, секој чекор е песна.
Ветерот носи ветувања, ветувања на надеж,
И тие стојат, вечно чуувачи на нашата судбина.

Очите на ветрот гледаат низ вековите,
Сеќавањата живеат во секој нивен камен.
Тие зборуваат без зборови, со тишината,
Ветер на споменици, вечен говор на срцето.

Во нивниот мир, ние наоѓаме смисла,
Во нивниот ветер, нашата душа се ослободува.
Спомениците стојат, вечно ни следат,
Ветер на споменици, вечен сон на слобода.",339,382,721,2854
Пијан Славеј,ДВОЈКА,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, тихо шетаме,
гдето минатото се врти, вртејќи се во намера.
Сеќаска како ветер, лебди, лебди,
и ни шепа го зема раководството на срцето.

Од далечнината на спомените, звучни се звуките,
како далечни песни, тихо ги слушаме.
Во сенките на вековите, тие се живи,
и ни ги враќаат денови кои веќе минати.

Сега тие се тука, во секој чекор,
во секоја сенка, во секоја сенка.
Тие ни ги шепат спомените,
и ни ги враќаат денови кои веќе минати.

Во сенките на вековите, ние сме,
и тие се ние, и ние сме тие.
Во нивниот свет, ние живееме,
и во нивниот свет, ние вечно ќе живееме.",339,368,707,2360
Пијан Славеј,КОРЕЊА,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, искри од спомени се разбира.
Секој чекор е стапка во песната на земјата,
секој ветер носи ветувања, секој ден е ново раѓање.

Очите на ноќта се звездени очи,
тие гледаат низ вековите, низ сенките на спомени.
Секој ветер носи исказ, секој ветер носи ветување,
песната на земјата продолжува, непрекинато, вечно.

Во сенките на вековите, таму каде што душа се ослободува,
секој звук е дел од големата песна,
секој звук е дел од она што се слуша во тишината.

Во сенките на вековите, ти си спомен, ти си сон,
ти си она што никогаш не забораваме,
ти си она што никогаш не го заборавуваме.",339,361,700,2668
Пијан Славеј,ПАРФЕМ,,Ветер на Споменици,"Ветер на Споменици

Во тишината на вековите, ветерот шепа
Прашина на споменици, тихо ги шепа.
Сеќавања вековни, во ветрови се исплашуваат,
Тука, каде што тишината ги исплашува.

Вртежи на ветерот, тихо ги шепа,
Спомениците тихо ги шепа.
Прашина на споменици, ветрови ги шепа,
Вековите тихо ги шепа.

Сеќавања вековни, ветрови ги исплашуваат,
Тука, каде што тишината ги исплашува.
Ветерот шепа, тихо ги шепа,
Спомениците тихо ги шепа.

Прашина на споменици, ветрови ги шепа,
Вековите тихо ги шепа.
Сеќавања вековни, ветрови ги исплашуваат,
Тука, каде што тишината ги исплашува.",339,336,675,1997
Пијан Славеј,СЛЕПИЛО,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, искри од спомени се разбира.
Секој чекор е стапка во песната на земјата,
секој ветер носи ветувања, секој ден е ново раѓање.

Очите на ноќта се звездени очи,
тие гледаат низ вековите, низ сенките на спомени.
Секој ветер носи ветувања, секој ден е ново раѓање,
и срцето сонува во тишината на вековите.

Во сенките на вековите, тишината е говор,
и срцето се раѓа повторно со секој здив.
Секој ден е ново раѓање, секој ветер носи ветувања,
и во сенките на вековите, тишината зборува со длабоки тонови.",339,328,667,2285
Пијан Славеј,КАЛЕМЕЊЕ,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, искри од спомени се разбира.
Секој чекор е стапка во песната на земјата, 
каде што ветровите носат ветини од минатите.

Во сенките на вековите, тие ни го раскажуваат она што е заборавено,
приказни на ѕидините на прашината, животот што мигот го исчезна.
Секој ѕвон на ѕвонче, секој чекор на патот,
е дел од епот на она што беше, што е и што ќе биде.

Во сенките на вековите, тие ни го укажуваат патот,
со нијанси на сонце и сенки, со ветрови на надеж и болка.
Тука се родени ѕвездите, тука се родени митовите,
тука се родени духовите, тука се родени љубовите.

Во сенките на вековите, тие ни го нудат она што не се види,
со очила на душа, со перна на сонцевиот ветер.
Тука е она што живее, што расте, што умре,
тука е она што вечно трае, во сенките на вековите.",339,462,801,3570
Пијан Славеј,ЕЛА СИ В КРЕВЕТ,,Ветер на Споменици,"Ветер на Споменици

Во тишината на вековите, ветерот гошепел
Против ѕидините на спомениците, тихо, тихо шепотел.
Сеќавања како прашината, лебдеа во воздухот,
Изгледаа како сонови, но се веруваше дека се вистинити.

Спомениците стоеа, нивните очи беа вековни,
Секој камен беше дел од приказната, дел од нивната драма.
Ветровите ги шепаа ликовите, ги шепаа нивните митови,
И тие живееа во длабочините на душа.

Од далечина, ветерот ги шепа ликовите на минатото,
Тие се враќаа во спомени, тихо, тихо се враќаа.
Ветерот беше гласа на тишината, гласа на споменот,
И тие живееа во секој ветер, во секоја сенка.

Спомениците стоеа, нивните очи беа вековни,
Ветерот ги шепа ликовите, ги шепа нивните митови.
Ветерот беше гласа на тишината, гласа на споменот,
Тие живеаа во секој ветер, во секоја сенка.

Ветерот на спомениците, ветерот на спомени,
Тие живеаа во секој ветер, во секоја сенка.",339,479,818,3206
Пијан Славеј,ЅЕНЅАР,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, искри од спомени се разбира.
Секој чекор е стапка во песната на земјата,
секој ветер носи ветувања, тихо шепоти на душа.

Очите гледаат низ прашината на минатото,
каде што ѕвездите се стари приказни, испреплетени со ветрови на судбина.
Секој ливадски цвет е спомен, секоја птица е гласач на тишината,
и срцето удира за да го пронајде патот на височина.

Во сенките на вековите, тие ни го укажуваат патот,
каде што светлината и сенката се еднакви во битка.
Тука се родуваат новите денови, со ветерот на надеж,
и срцето продолжува да пие од изворот на вечноста.

Во сенките на вековите, ние го пронаоѓаме себе,
каде што секој здив е дел од големата песна,
и секој чекор е дел од она што никогаш не ќе заборави.
Тука, во сенките на вековите, ние сме вечен дел од приказната.",339,452,791,3023
Пијан Славеј,ЕДНА ВЕДРА НОЌ,,Ветер на Споменици,"Ветер на Споменици

Во тишината на вековите, ветерот шепа
Прашина на споменици, тихо ги шепа.
Сеќавања вековни, во ветрови се исплашуваат,
Тука, каде што тишината ги испишаува.

Зборови на камен, исечени со рака,
Величието на минатото, ветрот го шепа.
Секој чекор, секоја трага,
Величието на народот, ветрот го шепа.

Песната на ветрот, тихо ги шепа спомените,
Величието на народот, ветрот го шепа.
Спомениците стојат, вековите ги чекаат,
Величието на народот, ветрот го шепа.

Ветерот ги носи ветровите на спомените,
Величието на народот, ветрот го шепа.
Тука, каде што тишината ги испишаува,
Сеќавањата вековни, ветрот ги шепа.",339,353,692,2103
Пијан Славеј,НЕКА ТЕЧЕ ЉУБОВТА,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината говори со јазик на спомени давалесни и чека.
Песните на ветровите, тихо ги носи духовите на минатото,
во нив се криат трагите на оние што го чекаа денот на утре.

Сега, ти си тука, со душа полна со прашања и очекувања,
и тие сенки ти ги раскажуваат приказните на оние што го најдоа своето место.
Во нив се испреплетени животот и смртта, радости и туга,
и секој чекор е дел од она што вечно ќе продолжи.

Тука, каде што минатото се среќава со сегашноста,
и идната е само уште една сенка во очекување.
Ти си дел од нивната песна, дел од она што никогаш не ќе заборави,
и во секој здив, ти го носиш нивниот ветер во твојата душа.

Во сенките на вековите, ти си дел од нивната вечноста,
и тие ти го даваат своето наследство, исполнето со љубов и смрт.
Тука, во овие сенки, ти си дел од нивната вечен песник,
и тие ти го пуштаат својот дух да тебе се врати, за секое утре.",339,502,841,3533
Пијан Славеј,АВТОПОРТРЕТИ,,Ветер на Споменици,"Ветер на Споменици

Во тишината на вековите, ветерот шепа
Прашина на споменици, тихо ги шепа.
Сеќавања вековни, во ветрови се исплашуваат,
Тука, каде што тишината ги исплашува.

Се шепа по стари камени улици,
Се шепа по спомени, тихо и лесно.
Ветерот ги шепа, тихо и лесно,
Сеќавања вековни, во ветрови се исплашуваат.

Ветерот шепа, ветерот шепа,
Прашина на споменици, тихо ги шепа.
Се шепа по стари камени улици,
Се шепа по спомени, тихо и лесно.

Тука, каде што тишината ги исплашува,
Се шепа по споменици, ветерот шепа.
Сеќавања вековни, во ветрови се исплашуваат,
Во тишината на вековите, ветерот шепа.

Ветерот шепа, ветерот шепа,
Прашина на споменици, тихо ги шепа.
Се шепа по стари камени улици,
Се шепа по спомени, тихо и лесно.

Тука, каде што тишината ги исплашува,
Ветерот шепа, ветерот шепа,
Сеќавања вековни, во ветрови се исплашуваат,
Во тишината на вековите, ветерот шепа.",339,492,831,2832
Пијан Славеј,СРЦЕЛИЈА,,Ветер на Споменици,"Ветер на Споменици

Во тишината на вековите, ветерот шепа
Прашина на споменици, тихо ги шепа.
Сеќавања вековни, испреплетени во ветер,
Се шепа, се шепа, ветерот ги шепа.

Патеки на спомени, ветерот ги шепа,
Се шепа, се шепа, ветерот ги шепа.
Се шепа, ветерот ги шепа, тихо ги шепа,
Ветерот на споменици, тихо ги шепа.

Се шепа, се шепа, ветерот ги шепа,
Прашина на споменици, тихо ги шепа.
Ветерот на споменици, тихо ги шепа,
Патеки на спомени, ветерот ги шепа.

Се шепа, се шепа, ветерот ги шепа,
Ветерот на споменици, тихо ги шепа.
Ветерот на споменици, тихо ги шепа,
Патеки на спомени, ветерот ги шепа.",339,360,699,2140
Пијан Славеј,НЕСОНИЦА,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, тихо шетаме,
гдето минатото се врти, вртејќи се во намера.
Сеќаска како ветер, лебди, лебди,
и ни шепа го зема раководството на срцето.

Од далечнината на времето, звучни се врати,
песни на заборавени народи, тихо ги врати.
Секој чекор, секоја сенка, ни укажува,
на патот што го следиме, полн со траги.

Очите ни гледаат низ вековите,
нашите души се исполнети со ветровите.
Сеќаска како ветер, лебди, лебди,
и ни шепа го зема раководството на срцето.

Во сенките на вековите, тихо шетаме,
гдето минатото се врти, вртејќи се во намера.
Секој чекор, секоја сенка, ни укажува,
на патот што го следиме, полн со траги.

На крајот на патот, веќе го гледаме,
светлината на денот, што никогаш не го заборави.
Сеќаска како ветер, лебди, лебди,
и ни шепа го зема раководството на срцето.",339,463,802,3101
Пијан Славеј,КОЈ МОЖЕ ДА РАСИПЕ ЕДЕН ВАКОВ ДЕН,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, искри од спомени се разбира.
Секој чекор е стапка во песната на земјата,
секој ветер носи ветувања, секој ден е ново раѓање.

Очите ми гледаат низ прашината на минатото,
каде што ѕвездите на љубовта веќе се веќе вечно гасеа.
Ти си ветер на надеж, ти си сон на утре,
во сенките на вековите, ти си мојот вечен стих.

Песната на животот тече низ животот на секој,
каде што секој ден е нов стих, секоја ноќ е нов сон.
Ти си звукот на срцето, ти си ритамот на душа,
во сенките на вековите, ти си мојот вечен сон.

Секој ден е ново раѓање, секој вечер е нов заборав,
но во сенките на вековите, ти си вечен дел од ова.
Ти си сон, ти си ветер, ти си светлина во темнината,
во сенките на вековите, ти си мојот вечен сон.",339,440,779,2947
Пијан Славеј,СРНА НА ПАТОТ,,Ветер на Споменици,"Ветер на Споменици

В тишината на вековите, ветар шета,
Простирајќи раце кон спомени што вета.
Тука, каде што земјата говори,
Изгреваат ѕвезди на тишината.

Песни на ветар, тихо ги носи,
Пролетни ветрови, тие ги носат овиси.
Од далечнината, ветерот ги слуша,
Песните на праштајките, тие ги знае.

Ветер на споменици, тихо шета,
Пролетни ветрови, тие ги носат овиси.
Тука, каде што земјата говори,
Изгреваат ѕвезди на тишината.

Ветерот ги шепа листовите на дрвјата,
Песната на тишината, ветерот ја шета.
Тука, каде што земјата говори,
Изгреваат ѕвезди на тишината.

Ветер на споменици, тихо шета,
Пролетни ветрови, тие ги носат овиси.
Тука, каде што земјата говори,
Изгреваат ѕвезди на тишината.",339,392,731,2784
Пијан Славеј,***,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, искри од спомени се разбира.
Секој чекор е стапка во песната на земјата,
секој ветер носи ветувања, секој ден е ново раѓање.

Очите на ѕвездите гледаат низ вековите,
нивниот сјај е трага од минатата веселба.
Секој ѕвон на ѕвонче е спомен од минатото,
секој звук е дел од низа на несфатени мисли.

Во сенките на вековите, ти си спокојна тишина,
ти си ветер кој носиш ветувања на нов живот.
Секој ден е нов почеток, секоја ноќ е сон,
во сенките на вековите, ти си вечен сон.

Ти си она што останува, кога сè друго се распаѓа,
ти си она што живее во срцето на секој што верува.
Во сенките на вековите, ти си вечен сон,
ти си она што никогаш не ќе заборави.",339,408,747,3239
Пијан Славеј,ШТРКОТ,,Ветер на Споменици,"Ветер на Споменици

Во тишината на вековите, ветерот шепа
Прашина на споменици, тихо ги шепа.
Сеќавања вековни, во ветрови се исплашуваат,
Тука, каде што тишината ги испишаува.

Зборови на камен, исечени со рака,
Величието на минатото, ветрот го шепа.
Секој чекор, секоја трага,
Величието на народот, ветрот го шепа.

Ветерот шепа, а спомените живеат,
Во тишината на вековите, ветрот шепа.
Спомениците тихо зборуваат,
Величието на минатото, ветрот шепа.

Ветерот шепа, а тишината го чуува,
Секој чекор, секоја трага,
Величието на народот, ветрот шепа.
Во тишината на вековите, ветерот шепа.",339,334,673,2055
Пијан Славеј,НЕ СТАВАЈ КАРМИН,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, искри од спомени се разбира.
Секој чекор е стапка во песната на земјата,
секој ветер носи ветувања, секој ден е ново раѓање.

Очите на ноќта ѕвездите ги гледаат како стари пријатели,
тихо шепоти на ветрови, тихо говори на душа.
Секој ливадски цвет е еп на тишината,
секој брегот е рај на спомените, секој брег е граница на сон.

Во сенките на вековите, тие живеат во нас,
ние ги носиме во срцето, тие ни го укажуваат патот.
Секој ден е нов почеток, секоја вечер е нов сон,
во сенките на вековите, сè е вечно и неверојатно.

Тука, каде што минатото и идното се среќаваат,
ние ги слушаме тихоните ритми на животот.
Секој ден е нова песна, секоја вечер е нов ритам,
во сенките на вековите, срцето пронаоѓа мир.",339,438,777,3136
Пијан Славеј,ПЛЕСОК,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, искри од спомени се разбира.
Секој чекор е стапка во песната на земјата,
нашата душа плива во морето на спомени и ветер на ветера.

Од врвот на планината до бреговите на реката,
секој камен е писмо, секоја ливада е стих од епската книга.
Македонија, ти си сон на овие очи,
твојата земја е моја љубов, твојот ветер е мој ритам.

Во сенките на вековите, ти си ми сон,
ти си ми она што го барам, она што го чекам.
Ти си ми сон, ти си ми љубов, ти си ми она што го носам во срце,
македонски рај, ти си мојот вечен стих.

Во сенките на вековите, ти си ми вечен ритам,
ти си ми она што го слушам, она што го чувствувам.
Македонија, ти си ми сон, ти си ми љубов,
ти си ми она што го носам во срце, вечен стих на животот.",339,445,784,2734
Пијан Славеј,СЕ ЖАЛЕА МОИТЕ ГУЛАПЧИЊА ПИСМОНОСЦИ,,Ветер на Споменици,"Ветер на Споменици

Во тишината на вековите, ветерот шепа
Прашина на споменици, тихо ги шепа.
Сеќавања вековни, во ветрови се исплашуваат,
Тука, каде што тишината ги исплашува.

Се шепа по стари камени улици,
Се шепа по спомени, тихо и лесно.
Ветерот ги шепа, тихо ги шепа,
Сеќавања вековни, ветрови ги шепа.

Во тишината на вековите, ветерот шепа,
Прашина на споменици, тихо ги шепа.
Се шепа по стари камени улици,
Се шепа по спомени, тихо и лесно.

Ветерот ги шепа, тихо ги шепа,
Сеќавања вековни, ветрови ги шепа.
Во тишината на вековите, ветерот шепа,
Прашина на споменици, тихо ги шепа.

Се шепа по стари камени улици,
Се шепа по спомени, тихо и лесно.
Ветерот ги шепа, тихо ги шепа,
Сеќавања вековни, ветрови ги шепа.",339,417,756,2481
Пијан Славеј,ШТЕТА!,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината говори со јазик на спомени давалесни и чека.
Песните на ветровите, тихо ги носи духовите на минатото,
во нив се криат траги од срца што љубеа и плачеа.

Сега ти си тука, со душа полна од прашања,
и очите гледаат низ вековите, барајќи одговори.
Секој чекор е стапка во песната на животот,
секоја сенка е дел од неговиот ритам.

Спомениците на тишината, тие стојат вечно,
нивните ѕидови раскажуваат приказни за љубов и заборавење.
Ти си дел од нивната песна, дел од она што се случи,
и дел од она што уште ќе се случи, во сонце и во мрак.

Во сенките на вековите, ти си дел од нивната вечноста,
песната продолжува, несведока на заборав и на смрт.
Ти си дел од нивната тишина, дел од нивната вековна љубов,
и дел од она што вечно ќе продолжува да живее.",339,438,777,3199
Пијан Славеј,СЕНКИ,,Ветер на Споменици,"Ветер на Споменици

Во тишината на вековите, ветерот шепа
Прашина на споменици, тихо ги шепа.
Сеќавања вековни, во ветрови се исплашуваат,
Тука, каде што тишината ги испишаува.

Зборови на камен, исечени со време,
Величието на минатото, ветрот го зема.
Ти, ветре, ти си гласа на тишината,
Прошетај низ овие споменици, ти си ветер на срцето.

Сеќавања вековни, ветрот ги шепа,
Тука, каде што тишината ги испишаува.
Ветер на споменици, ветре, ти си гласа,
Прошетај низ овие споменици, ти си ветер на срцето.

Ветер на споменици, ветре, ти си гласа,
Прошетај низ овие споменици, ти си ветер на срцето.",339,335,674,2185
Пијан Славеј,ОКО,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, искри од спомени се разбира.
Секој чекор е стапка во песната на земјата,
секој ветер носи ветувања на далечни краишта.

Очите гледаат низ вековите, низ прашината на минатото,
каде ѕвездите се стари приказни, испреплетени со ветровите на судбина.
Секој ливадски цвет е спомен, секоја птица е гласач на тишината,
а реките течат со светлината на оние што веќе минале.

Во сенките на вековите, животот плива со спокојство,
каде што срцето го пронаоѓа ритамот на вечноста.
Ти си дел од оваа песна, ти си дел од оваа приказна,
и секој ден е ново поглавје во книгата на вечноста.

Во сенките на вековите, ти си звукот на тишината,
и срцето го слуша светлината на она што веќе е минатото.
Тука сме, во овој свет на спомени и ветувања,
каде што секој ден е нов почеток, но сè е вечно во тишината.",339,460,799,3299
Пијан Славеј,КУПИДОН,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, искри од спомени се разбира.
Секој чекор е стапка во песната на земјата,
секој ветер носи ветувања, секој ден е ново раѓање.

Очите ми гледаат низ прашината на минатото,
светлини на сонце кои се губеат во сенките на денот.
Тука, каде што животот се плете во вековни врвови,
секој миг е дел од епската приказна на нашите души.

Песната на земјата е тиха, но ја чувствуваме во срцето,
каде што секој звук е дел од нивната вечнота.
Тука, во сенките на вековите, се раѓаат нови зборови,
и секој ден е нов почеток, нов дел од нивната легенда.

Во сенките на вековите, ние ги слушаме ветровите,
тие ни раскажуваат приказни за оние што минуваа пред нас.
Тука, каде што времето е вечен циклус, секој ден е нов сон,
и секој сон е дел од нивната вечнота, нивната легенда.",339,451,790,3469
Пијан Славеј,ГНЕЗДО,,Ветер на Споменици,"Ветер на Споменици

Во тишината на вековите, ветерот шепа
Прашина на споменици, тихо ги шепа.
Сеќавања вековни, во ветрови се исплашуваат,
Тука, каде што тишината ги исплашува.

Вртежи на ветерот, тихо ги шепа,
Спомениците тихо ги шепа.
Прашина на споменици, ветрови ги шепа.
Тука, каде што тишината ги исплашува.

Ветерот шепа, тихо ги шепа,
Сеќавања вековни, ветрови ги шепа.
Ветерот шепа, тихо ги шепа,
Спомениците тихо ги шепа.

Тука, каде што тишината ги исплашува,
Ветерот шепа, тихо ги шепа.
Прашина на споменици, ветрови ги шепа.
Тука, каде што тишината ги исплашува.",339,336,675,1872
Пијан Славеј,СИТЕ ЛИЦА НА ЧОВЕКОТ,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, тихо шетаме,
гдето минатото се врти, вртејќи се во намера.
Сеќаска како ветер, лебди, лебди,
и ни шепа го зема раководството на срцето.

Од далечнината на времето, звучни се врати,
песни на заборавени народи, тихо ги врати.
Секој чекор е спомен, секој чекор е сон,
во сенките на вековите, ние го следиме сонот.

Очите ни гледаат ѕвезди, но сè уште се тука,
во сенките на вековите, ние ги чувам тихо.
Секој збор е мост, секој збор е ветер,
и ние го носиме минатото во секој чекор.

Во сенките на вековите, тихо шетаме,
гдето минатото се врти, вртејќи се во намера.
Сеќаска како ветер, лебди, лебди,
и ни шепа го зема раководството на срцето.",339,394,733,2917
Пијан Славеј,АНАТОМИЈА НА ЕДНА ПОРАНЕШНА ЉУБОВ,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, тихо шетаме,
где минатите се враќаат, ни ги шепаме.
Сеќирките како ветрови, лебдат и летаат,
во нивното плимство, ние ги следиме.

Старите улици, со своите спомени,
како нијанси на времето, ни се слиени.
Каде што ѕвездите на далечина се светкаа,
таму ние ги слушаме, нивните ветера.

Во сенките на вековите, тихо зборуваме,
со духовите на минатото, ние разговараме.
Тие ни ги раскажуваат приказните,
на кои ние им веруваме, како на истини.

Секој чекор е спомен, секоја сенка е песна,
во овој свет на спомени, ние сме дел од низа.
Во сенките на вековите, ние трагаме,
за она што ни е уште да го откриеме.

Тука, каде што времето не губи трага,
ние стоиме, тихо, во сенките на вековите.",339,398,737,2783
